2018,1,0,-8762,power,generation,systems,equipment,technology
2018,1,1,-10059,december,31,health,million,company
2018,1,2,-15019,services,systems,data,environments,projects
2018,1,3,-19027,financial,operations,results,business,condition
2018,1,4,-16110,laws,regulations,compliance,including,costs
2018,1,5,-9085,time,risks,factors,risk,new
2018,1,6,-25971,cash,interest,rate,company,current
2018,1,7,-20212,growth,business,value,believe,strategy
2018,1,8,-9341,states,united,company,currency,north
2018,1,9,-24733,laws,regulations,safety,health,business
2018,1,10,-17044,real,estate,properties,risks,property
2018,1,11,-19791,economic,changes,conditions,political,markets
2018,1,12,-20160,products,energy,environmentally,customers,solutions
2018,1,13,-17906,tax,costs,including,liabilities,related
2018,1,14,-20090,products,competitive,product,market,new
2018,1,15,-18024,change,gas,emissions,oil,greenhouse
2018,1,16,-8497,control,company,management,financial,internal
2018,1,17,-18998,change,significant,adverse,business,changes
2018,1,18,-11870,social,management,company,corporate,responsibility
2018,1,19,-25777,laws,regulations,state,federal,subject
2018,2,0,-10625,conditions,changes,weather,including,change
2018,2,1,-10076,significant,change,value,business,adverse
2018,2,2,-8780,environmentally,products,friendly,used,energy
2018,2,3,-9887,liabilities,assets,currency,costs,income
2018,2,4,-18745,including,regulations,regulatory,laws,changes
2018,2,5,-13472,factors,economic,company,performance,management
2018,2,6,-9189,risks,time,factors,risk,operate
2018,2,7,-19476,market,economic,business,growth,future
2018,2,8,-12545,gas,oil,natural,including,regulations
2018,2,9,-13279,company,matters,claims,proceedings,legal
2018,2,10,-24044,laws,regulations,subject,state,federal
2018,2,11,-9406,construction,services,production,water,costs
2018,2,12,-10382,company,executive,board,directors,compensation
2018,2,13,-16201,real,estate,property,liability,company
2018,2,14,-23287,company,services,products,business,customers
2018,2,15,-13427,financial,control,results,statements,tax
2018,2,16,-9537,product,products,development,business,manufacturing
2018,2,17,-14790,interest,rate,31,march,rates
2018,2,18,-12423,energy,power,systems,public,new
2018,2,19,-17498,ability,capital,business,changes,operations
2018,3,0,-13995,matters,claims,legal,company,proceedings
2018,3,1,-9409,real,estate,company,properties,costs
2018,3,2,-12188,interest,rate,net,30,income
2018,3,3,-8171,factors,loan,loans,economic,loss
2018,3,4,-11458,company,financial,operations,results,business
2018,3,5,-8447,gas,oil,energy,materials,natural
2018,3,6,-6081,joint,company,guarantees,venture,customary
2018,3,7,-12600,laws,regulations,federal,state,local
2018,3,8,-22331,economic,business,growth,market,conditions
2018,3,9,-22864,products,company,services,customers,solutions
2018,3,10,-15518,changes,significant,value,factors,company
2018,3,11,-12434,costs,including,regulatory,related,capital
2018,3,12,-6830,weather,conditions,natural,including,disasters
2018,3,13,-10484,time,risks,factors,operate,statements
2018,3,14,-9558,product,products,development,competitive,market
2018,3,15,-8726,control,company,financial,internal,material
2018,3,16,-19170,laws,regulations,changes,including,risks
2018,3,17,-5454,performance,operating,believe,measure,mffo
2018,3,18,-8510,million,liabilities,30,costs,june
2018,3,19,-9953,regulations,laws,business,safety,comply
2018,4,0,-17054,risks,costs,including,natural,changes
2018,4,1,-9672,energy,water,services,power,systems
2018,4,2,-15151,economic,global,products,demand,conditions
2018,4,3,-10501,loan,factors,loans,real,economic
2018,4,4,-7460,liabilities,tax,income,costs,current
2018,4,5,-18786,products,services,customers,solutions,environments
2018,4,6,-8883,control,company,financial,systems,internal
2018,4,7,-13342,interest,rate,assets,income,rates
2018,4,8,-12343,laws,regulations,safety,health,costs
2018,4,9,-13026,changes,regulatory,including,tax,regulations
2018,4,10,-14993,financial,results,operations,future,statements
2018,4,11,-7593,time,risks,factors,risk,operate
2018,4,12,-17542,matters,claims,company,proceedings,liability
2018,4,13,-10213,30,september,million,company,months
2018,4,14,-8275,currency,company,product,manufacturing,products
2018,4,15,-9252,significant,change,business,adverse,company
2018,4,16,-16413,laws,regulations,state,subject,federal
2018,4,17,-5516,table,contents,company,operating,ii
2018,4,18,-14748,business,ability,market,economic,adversely
2018,4,19,-7271,company,operating,performance,properties,matters
2019,1,0,-19561,business,change,conditions,adversely,operations
2019,1,1,-8456,company,results,economic,financial,funds
2019,1,2,-17032,interest,real,estate,changes,rate
2019,1,3,-16543,economic,factors,current,market,credit
2019,1,4,-24667,laws,regulations,state,federal,subject
2019,1,5,-23456,services,energy,customers,solutions,products
2019,1,6,-15797,gas,demand,oil,natural,economic
2019,1,7,-17813,products,product,manufacturing,new,development
2019,1,8,-12343,regulations,laws,comply,compliance,use
2019,1,9,-15515,company,material,business,liability,costs
2019,1,10,-29522,growth,business,competitive,believe,new
2019,1,11,-14980,property,claims,insurance,including,liabilities
2019,1,12,-8862,health,business,costs,subject,fines
2019,1,13,-23315,regulations,laws,including,changes,regulatory
2019,1,14,-8570,tax,based,position,clinical,benefit
2019,1,15,-15854,business,significant,cash,adverse,change
2019,1,16,-10187,31,december,year,tumor,ended
2019,1,17,-13087,risks,time,factors,risk,operate
2019,1,18,-16284,company,business,social,practices,employees
2019,1,19,-15585,change,emissions,greenhouse,states,united
2019,2,0,-11751,products,business,market,company,retail
2019,2,1,-9486,control,financial,internal,effective,accounting
2019,2,2,-7668,lease,similar,rate,economic,payments
2019,2,3,-11107,liabilities,costs,remediation,assets,current
2019,2,4,-27127,changes,economic,business,conditions,significant
2019,2,5,-8878,services,company,energy,inc.,financial
2019,2,6,-12518,customer,revenue,sales,market,new
2019,2,7,-8432,company,board,year,executive,u.s.
2019,2,8,-18753,laws,regulations,costs,safety,health
2019,2,9,-19527,interest,rate,31,march,loan
2019,2,10,-15886,regulations,including,gas,laws,federal
2019,2,11,-11654,risks,time,factors,statements,operate
2019,2,12,-15125,business,operating,performance,growth,believe
2019,2,13,-5936,tax,position,nuclear,including,regulatory
2019,2,14,-12602,company,capital,cash,ability,additional
2019,2,15,-14892,matters,claims,company,proceedings,liability
2019,2,16,-11299,natural,weather,risks,including,business
2019,2,17,-16870,laws,regulations,real,estate,state
2019,2,18,-19408,products,product,systems,environments,technology
2019,2,19,-11448,company,operations,financial,results,business
2019,3,0,-14768,million,liabilities,costs,company,remediation
2019,3,1,-14621,laws,regulations,state,federal,subject
2019,3,2,-10958,costs,regulations,laws,compliance,safety
2019,3,3,-7510,time,risks,factors,risk,new
2019,3,4,-10537,systems,data,environments,provide,solutions
2019,3,5,-14315,including,risks,regulations,laws,changes
2019,3,6,-10531,products,product,business,ability,competitive
2019,3,7,-13723,services,products,energy,company,new
2019,3,8,-11598,claims,business,matters,including,laws
2019,3,9,-9306,control,company,financial,internal,reporting
2019,3,10,-16936,business,growth,capital,continue,operating
2019,3,11,-8858,real,estate,properties,property,site
2019,3,12,-7215,lease,similar,payments,rate,economic
2019,3,13,-20599,changes,economic,conditions,including,business
2019,3,14,-10062,loan,loans,factors,months,loss
2019,3,15,-7676,gas,company,natural,oil,matters
2019,3,16,-6392,natural,disasters,conditions,events,weather
2019,3,17,-12436,statements,results,financial,business,future
2019,3,18,-8066,significant,business,changes,factors,table
2019,3,19,-12744,interest,rate,cash,rates,market
2019,4,0,-19098,solutions,services,products,customers,technology
2019,4,1,-13546,million,30,september,costs,company
2019,4,2,-18879,ability,business,changes,market,products
2019,4,3,-14611,interest,rate,loan,factors,loans
2019,4,4,-8678,financial,business,company,results,operations
2019,4,5,-11487,economic,changes,political,regulatory,currency
2019,4,6,-8421,weather,natural,including,disasters,conditions
2019,4,7,-14260,business,risks,changes,significant,adverse
2019,4,8,-17819,laws,regulations,subject,safety,health
2019,4,9,-13219,laws,regulations,including,safety,tax
2019,4,10,-7270,products,new,including,equipment,service
2019,4,11,-10568,gas,oil,energy,natural,change
2019,4,12,-8359,including,regulatory,related,change,risks
2019,4,13,-9771,company,management,services,products,development
2019,4,14,-8224,lease,similar,rate,payments,company
2019,4,15,-7375,company,liabilities,costs,current,assets
2019,4,16,-6852,product,process,candidates,manufacturing,clinical
2019,4,17,-14900,claims,company,matters,liability,property
2019,4,18,-11641,company,cash,capital,future,growth
2019,4,19,-7752,time,risks,factors,risk,new
2020,1,0,-18690,laws,regulations,changes,including,regulatory
2020,1,1,-18131,natural,weather,change,conditions,events
2020,1,2,-15741,economic,conditions,markets,market,political
2020,1,3,-30775,growth,business,products,competitive,new
2020,1,4,-33472,regulations,laws,state,federal,subject
2020,1,5,-17477,company,business,customers,development,practices
2020,1,6,-12523,risks,time,factors,risk,new
2020,1,7,-11507,supply,environments,chain,data,including
2020,1,8,-10885,significant,tax,business,adverse,change
2020,1,9,-15678,change,emissions,gas,greenhouse,legislation
2020,1,10,-20770,company,future,capital,million,current
2020,1,11,-18782,business,financial,operations,results,adversely
2020,1,12,-11729,product,including,regulatory,manufacturing,process
2020,1,13,-14550,social,governance,corporate,company,performance
2020,1,14,-17638,products,used,production,equipment,materials
2020,1,15,-8064,health,united,states,safety,business
2020,1,16,-17764,services,provide,energy,customers,systems
2020,1,17,-21589,costs,regulations,claims,including,matters
2020,1,18,-21603,real,estate,interest,changes,properties
2020,1,19,-11312,stock,company,common,additional,capital
2020,2,0,-19336,products,services,energy,solutions,customers
2020,2,1,-21254,capital,company,growth,business,cash
2020,2,2,-10300,real,estate,claims,matters,including
2020,2,3,-13550,laws,regulations,changes,including,tax
2020,2,4,-23093,laws,regulations,safety,subject,compliance
2020,2,5,-6807,company,inc.,mr.,investment,generally
2020,2,6,-12261,changes,factors,interest,economic,rates
2020,2,7,-11649,natural,including,weather,change,disasters
2020,2,8,-9555,control,interest,internal,company,financial
2020,2,9,-6552,costs,property,insurance,expenses,including
2020,2,10,-13711,company,remediation,costs,matters,liabilities
2020,2,11,-9981,gas,oil,water,including,emissions
2020,2,12,-14000,employees,work,business,company,social
2020,2,13,-6756,lease,similar,rate,basis,payments
2020,2,14,-6670,risks,associated,properties,development,industry
2020,2,15,-8940,time,risks,factors,risk,operate
2020,2,16,-18053,31,march,company,million,assets
2020,2,17,-15704,demand,economic,impact,business,market
2020,2,18,-25281,business,covid-19,economic,impact,financial
2020,2,19,-11755,product,products,ability,development,manufacturing
2020,3,0,-8269,costs,equipment,water,insurance,construction
2020,3,1,-12717,changes,risks,including,conditions,change
2020,3,2,-18162,covid-19,company,pandemic,business,employees
2020,3,3,-9759,real,estate,risks,related,potential
2020,3,4,-16885,changes,including,regulatory,regulations,laws
2020,3,5,-14455,million,june,30,company,months
2020,3,6,-17091,factors,significant,company,changes,business
2020,3,7,-20340,business,company,growth,services,solutions
2020,3,8,-8130,business,regulations,operations,laws,subject
2020,3,9,-4130,natural,earthquakes,hurricanes,disasters,severe
2020,3,10,-6297,liabilities,long-term,debt,current,total
2020,3,11,-15682,interest,rate,market,capital,loan
2020,3,12,-12800,matters,claims,company,liability,including
2020,3,13,-10070,time,risks,factors,risk,operate
2020,3,14,-7509,lease,similar,operating,rate,basis
2020,3,15,-9167,gas,oil,prices,change,including
2020,3,16,-20477,economic,business,covid-19,impact,pandemic
2020,3,17,-13357,laws,regulations,safety,state,federal
2020,3,18,-8037,control,financial,internal,controls,reporting
2020,3,19,-15249,products,product,manufacturing,development,new
2020,4,0,-15928,rate,interest,economic,lease,loan
2020,4,1,-11257,employees,work,covid-19,working,company
2020,4,2,-7028,statements,factors,forward-looking,results,risk
2020,4,3,-8513,product,candidates,regulatory,emissions,manufacturing
2020,4,4,-9019,financial,company,operating,estimates,statements
2020,4,5,-6861,time,risks,factors,new,risk
2020,4,6,-10194,laws,regulations,including,compliance,federal
2020,4,7,-16493,business,capital,company,development,growth
2020,4,8,-6937,systems,products,equipment,testing,commercial
2020,4,9,-14076,laws,regulations,safety,federal,health
2020,4,10,-10275,business,operations,financial,results,company
2020,4,11,-22191,covid-19,economic,pandemic,impact,business
2020,4,12,-16284,costs,laws,regulations,matters,health
2020,4,13,-19950,products,solutions,services,customers,energy
2020,4,14,-8734,company,environmentally,services,energy,board
2020,4,15,-20004,changes,including,regulatory,impact,risks
2020,4,16,-10772,risks,real,estate,related,control
2020,4,17,-10445,business,significant,change,impairment,value
2020,4,18,-16398,million,september,30,liabilities,company
2020,4,19,-7891,natural,disasters,weather,events,change
2021,1,0,-15629,business,ability,financing,competitive,market
2021,1,1,-18109,economic,changes,conditions,market,including
2021,1,2,-15964,energy,systems,facilities,environmentally,equipment
2021,1,3,-26590,regulations,laws,state,federal,subject
2021,1,4,-31639,products,customers,services,solutions,technology
2021,1,5,-17256,change,gas,emissions,energy,greenhouse
2021,1,6,-24605,change,natural,weather,covid-19,including
2021,1,7,-20286,significant,business,factors,interest,changes
2021,1,8,-14213,employees,work,safety,performance,health
2021,1,9,-20204,growth,31,december,company,sales
2021,1,10,-22936,real,property,estate,liability,properties
2021,1,11,-11379,business,market,information,data,impact
2021,1,12,-37993,social,company,business,governance,corporate
2021,1,13,-23802,including,changes,regulatory,regulations,related
2021,1,14,-14420,time,risks,factors,risk,operate
2021,1,15,-20194,laws,regulations,safety,health,comply
2021,1,16,-19521,operations,business,financial,results,adversely
2021,1,17,-12289,future,companies,financial,statements,business
2021,1,18,-12219,table,contents,products,supply,practices
2021,1,19,-12168,product,process,candidates,development,manufacturing
2021,2,0,-19637,liabilities,matters,company,property,claims
2021,2,1,-13733,employees,control,work,working,covid-19
2021,2,2,-19502,changes,market,interest,economic,rate
2021,2,3,-13262,time,risks,factors,risk,operate
2021,2,4,-6491,performance,operating,believe,industry,also
2021,2,5,-14909,factors,company,current,changes,estimates
2021,2,6,-12817,company,social,energy,governance,board
2021,2,7,-13416,regulations,state,federal,laws,subject
2021,2,8,-16301,business,growth,future,ability,company
2021,2,9,-24163,including,risks,conditions,changes,economic
2021,2,10,-14707,business,financial,results,operations,significant
2021,2,11,-13803,business,believe,competitive,growth,industry
2021,2,12,-11906,31,march,million,ended,quarter
2021,2,13,-14075,gas,energy,including,oil,change
2021,2,14,-8454,company,lease,similar,rate,term
2021,2,15,-8793,capital,financing,current,obtain,business
2021,2,16,-7143,common,costs,stock,share,company
2021,2,17,-7042,tax,operating,revenue,expenses,sales
2021,2,18,-21764,products,services,product,customers,technology
2021,2,19,-24137,regulations,laws,safety,health,costs
2021,3,0,-19468,including,changes,ability,change,costs
2021,3,1,-8854,company,energy,united,industry,development
2021,3,2,-8857,risks,security,related,associated,information
2021,3,3,-14117,time,risks,factors,operate,risk
2021,3,4,-23706,interest,market,changes,rate,factors
2021,3,5,-14220,laws,regulations,federal,state,subject
2021,3,6,-16557,products,services,customers,solutions,technology
2021,3,7,-10794,company,lease,amount,similar,currency
2021,3,8,-10720,real,estate,company,matters,property
2021,3,9,-19396,business,growth,social,operations,governance
2021,3,10,-9972,costs,laws,regulations,subject,safety
2021,3,11,-11872,liabilities,current,costs,obligations,debt
2021,3,12,-8799,employees,work,health,safety,safe
2021,3,13,-17518,including,conditions,economic,changes,change
2021,3,14,-12944,million,june,30,ended,months
2021,3,15,-17593,covid-19,business,pandemic,impact,economic
2021,3,16,-15671,laws,regulations,including,matters,changes
2021,3,17,-8029,company,energy,water,power,environmentally
2021,3,18,-6520,control,internal,reporting,material,financial
2021,3,19,-8493,product,products,manufacturing,process,candidates
2021,4,0,-10214,real,estate,company,lease,similar
2021,4,1,-8334,social,governance,esg,corporate,tumor
2021,4,2,-18515,services,business,employees,products,customers
2021,4,3,-14362,time,risks,factors,risk,operate
2021,4,4,-7246,control,internal,financial,reporting,material
2021,4,5,-16790,energy,products,gas,water,solutions
2021,4,6,-15392,matters,liability,company,claims,property
2021,4,7,-17052,million,september,30,liabilities,interest
2021,4,8,-30925,business,economic,covid-19,impact,operations
2021,4,9,-13523,product,products,growth,manufacturing,new
2021,4,10,-5214,table,business,contents,report,factors
2021,4,11,-11907,laws,regulations,safety,health,comply
2021,4,12,-18233,changes,interest,rate,economic,market
2021,4,13,-13440,capital,ability,company,future,financing
2021,4,14,-14749,regulations,laws,state,federal,local
2021,4,15,-16509,business,company,customers,strategy,long-term
2021,4,16,-7020,believe,performance,operating,properties,industry
2021,4,17,-8778,company,construction,equipment,costs,site
2021,4,18,-11550,including,natural,change,weather,disasters
2021,4,19,-19530,including,regulatory,regulations,laws,related
